Symbol;PriceChangePercentile
H2EI;60261.48659600
H2EN;53213.62762700
H2MI;8.80000000
H2NK;110470.75139300
H2SB;3.88859800
H3OL;63677.20011100
HALF;14.93163500
HARF;15.41669000
HBHF;13.98741500
HDB;1473.41552600
HDBJ;10.41925300
HDD;160.52904700
HDDG;19.91264200
HDFF;10.52036300
HE9F;10.47544800
HEFG;11.90251200
HEFP;8.80000000
HEHF;7.92000000
HEI;366.07571200
HELG;11.62033100
HELN;6747.37580400
HEN3;165.97057000
HENG;7.48674800
HENP;8.80000000
HESF;7.92000000
HFGF;22.89724800
HFGP;8.80000000
HHFA;82.47885400
HLAF;24.51408300
HMI;1377.62492200
HMII;12.19533700
HMIP;13.56273000
HMSG;26.06071500
HNK;214.96709600
HNKF;7.92000000
HNKP;7.92000000
HNR1;2798.57278400
HNRN;10.53033700
HNRO;10.52850800
HNRP;8.80000000
HOLI;10.22874000
HOLN;1207.93662200
HOLP;8.80000000
HOM;127.29442200
HONF;8.17270400
HOT;321.36199000
HOTG;12.81958700
HPQF;13.44417100
HSB;822.61501400
HSBG;8.85658800
HUAF;16.97313200
HUKF;8.98729900
HYQF;43.17004800
I2BE;4.03038600
I2BM;3.99175600
I2FX;8.80000000
I2IH;5.88852200
I2IL;244247.30720100
I2MB;8.80000000
I2NN;26737.08526600
I2NT;4.90438100
I2SS;7.00386900
I2TK;58133.14993200
I2XD;1.51458800
I3ES;3101.34753700
I3NN;20797.63536700
I3NR;51886.46666700
I3XD;3.57197100
I4SP;46533.24215500
I4XD;31152.96073400
IBE;125.91020200
IBE1;523.97935300
IBE2;375.06990800
IBE4;675.80516400
IBE5;358.13738700
IBEG;8.01854300
IBEP;8.01854300
IBMF;9.24080100
ICAD;25312.54200200
ICAG;12.45280000
IDAF;12.84309900
IDAP;14.27011300
IDEM;5340.53447100
IDI;123.39544300
IDIF;18.69710500
IES5;892.35339700
IESI;13.15322300
IESP;13.15322300
IFCF;11.25194800
IFX;1106.08283900
IFXE;579.75852300
IFXG;18.52654000
IFXP;20.58167800
IGAF;8.80000000
IHCG;8.85684900
IHGG;10.47898600
IIIH;12.74767900
IIL;2552.11226500
IILG;11.09599300
IMCF;11.21098700
IMCP;11.21098700
IMIF;10.48846300
IMO;13206.62098700
IMOF;18.92942200
IMTG;8.14915400
INCF;14.80667500
INDF;14.24190700
INFF;11.57445600
ING1;2171.13551200
ING2;1258.60422200
ING4;2908.32923200
ING5;1006.26530200
INN;897.86009700
INNE;626.34002400
INNG;18.72936900
INNH;18.75671600
INNP;18.72936900
INNQ;18.75671600
INRG;19.03630100
INRP;21.15128100
INTF;11.33373000
INVF;14.85365200
INW1;1082.81783800
INW2;1024.44895700
INW4;1597.13128200
INW5;608.56612600
IPNF;13.00058900
IQQY;282.90103000
ISF;14715.44275900
ISPA;601.17560300
ISPI;15.41552200
IT1F;8.12348700
ITAF;10.58464500
ITK;402.26279300
ITKG;9.33240900
ITKP;9.33240900
ITVI;13.14498000
ITW1;944.64112000
ITW2;454.45635000
ITW4;1908.07745100
ITW5;324.46688000
IVGF;16.56414400
IWDA;43.90170300
IXD;208.70945400
IXD1;531.60149400
IXD2;412.50872600
IXD4;707.78619700
IXD5;224.28235400
IXDI;9.74101600
IXDR;9.73830200
J2NJ;2.32145300
J2PM;5.42397700
JBHF;10.39118200
JBLF;19.67759100
JEMG;7.92977200
JEN;154.17834600
JENF;12.10215500
JMAG;10.30119700
JNJF;7.92000000
JPMF;12.43719000
JUN3;980.26737100
JUNF;14.20960300
K2C4;8.80000000
K2OF;2.83530000
K3BC;129742.32605100
K3C4;8.80000000
K4C4;8.80000000
K6PN;2541.46466200
KABF;11.41751200
KABN;789.30008400
KARN;250.83849600
KB9F;18.73967100
KBWA;164.82786800
KBWF;9.46568000
KC4L;8.82209000
KCO;619.87081000
KCOH;14.35481100
KCRF;11.55909100
KDB;25431.11454000
KDBH;18.21764500
KEKG;10.18505200
KELF;7.92000000
KEMF;9.32658600
KGFG;11.52927100
KGHF;18.66637800
KGX;428.10166100
KGXF;25.40176500
KMBF;7.92000000
KNII;9.53913900
KNIN;617.68306100
KOFF;7.92000000
KOJF;14.27725100
KOMF;13.69494700
KOMN;1748.92460000
KPN;82.89839100
KPNK;7.92000000
KPNP;7.92000000
KRN;515.27290400
KRNF;9.77016700
KRX;702.27850000
KRXF;16.29611600
KUD;198.83620700
KUDG;10.65827600
KYG;215.29584300
KYGG;8.19211400
L2EF;6.55447000
L2ES;4.27758700
L2GG;119276.10770800
L2HA;26917.56135000
L2IF;8.80000000
L2IS;3.41183900
L2LO;9.48888800
L2ON;792519.41489200
L2OR;399019.95711600
L2RC;88326.67304300
L3HA;29906.26247300
L3IN;3.41535200
LANH;11.56233400
LEG;63.60742200
LEGF;11.00784900
LEN;200.20658500
LENH;14.91089600
LEO;2441.03804400
LEOF;17.19352300
LGE;1914.03127000
LGEF;14.64521600
LHA;96.94450300
LHA1;337.56435100
LHA2;472.35747200
LHA4;476.58893400
LHA5;198.49991800
LHAE;154.49332300
LHAF;15.49697100
LHAG;15.61597400
LHAP;17.39322500
LIEF;10.75770900
LIF;5947.85235800
LIFH;14.81154700
LIGF;15.50118700
LIGP;15.50118700
LIN;395.31545800
LINH;7.52443000
LINP;7.52443000
LISF;7.92000000
LISN;4135.18660300
LISP;307.11990600
LLOI;19.01357000
LLYF;10.90595700
LNDF;12.21244600
LOGG;11.10732700
LOGN;246.39120800
LOGP;8.80000000
LOL1;267.21765900
LOL2;221.87743700
LOL4;326.33191600
LOL5;164.99486400
LONG;11.06441400
LONN;133.75337700
LONP;8.80000000
LOR;112.55850700
LORF;7.74697500
LORP;7.74697500
LOWF;9.45079200
LPK;88.12750500
LPKF;15.44433800
LRC;3101.65728800
LRCF;8.41201900
LRCP;9.48880200
LSEF;10.07306800
LUVF;13.75972100
LVSF;23.71983200
LXS;481.99951300
LXSF;15.47730500
LYFF;36.50563300
M2CC;2.91530500
M2CD;2.72258600
M2CH;44341.23864300
M2EG;30630.18032800
M2MM;4.13714600
M2OF;4.46661200
M2ON;78161.15316300
M2RK;182788.64125600
M2ST;4.09058400
M2TX;311420.26805400
M2UV;295829.65149800
M3CH;34488.69935700
M3OH;796814.01884300
M6QF;12.56518000
MBTF;21.51298300
MBTN;172.48065100
MCCF;7.92000000
MCDF;7.92000000
MCH;459.66222700
MDI;1244.61635000
MDIF;10.84924600
MDS5;506.58913900
MDSG;18.03217000
MDTF;7.95420900
ME9;979.42645200
ME9G;12.08953700
MELP;19.50332600
MERF;13.18783400
MFX;1106.19213800
MFXH;12.12097300
MINF;9.27403500
MKS;1125.49726300
MKSH;13.28477300
MLP;169.97708500
MLUF;12.76405300
MLXF;9.66860500
MLXG;9.70049300
MLXP;10.78614600
MMMF;7.92000000
MMT;2856.82607200
MMTG;12.39760500
MOFF;11.15745500
MOH;380.11486900
MOHG;9.52182900
MOHP;9.52182900
MON;724.55884400
MONF;12.21097500
MOR;94.65678100
MORF;21.90128000
MOW1;9593.72331200
MOW2;497.83274300
MOW4;991.00734600
MOW5;410.77464300
MRK;210.46413500
MRKE;266.46569900
MRKH;8.43231100
MRKP;8.80000000
MRLF;12.63304200
MSTF;9.17052700
MTAI;11.10621400
MTCF;11.62268600
MTSP;17.12835800
MTX;1136.17459900
MTXF;12.40330200
MTXP;8.80000000
MU2G;9.07890300
MU2P;9.07890300
MUE1;1790.98375100
MUE2;653.70876500
MUE4;1773.96818200
MUE5;457.65103200
MUN;778.84856700
MUNG;10.91649800
MUV2;978.53683200
MUVE;748.12485100
MYM;113.01094200
MYMF;8.90451100
N2DB;14049.36306400
N2EF;82722.06773800
N2ES;76671.89896400
N2NG;48299.51938100
N2OV;0.75339900
N3G;3.13721100
N3OV;2.45324500
N4OA;4.63014900
NAGF;16.38391200
NBBF;24.81097400
NDA;240.51802700
NDAF;14.37912100
NDB;503.75401900
NDBF;9.82460200
NDX1;749.32827200
NDXF;17.55001200
NEF;363.88799400
NEFH;11.03182600
NEMF;10.53545700
NES1;209.53582300
NES2;157.14026300
NES4;220.13069200
NES5;135.71222100
NESE;158.93453400
NESG;6.75000000
NESN;71.99740800
NESP;8.80000000
NET;446.57989200
NETF;14.48412200
NGFG;7.92000000
NGG;987.81041100
NHYG;15.59349100
NKEF;11.44041500
NKF;546.33860200
NKFG;11.01363400
NNG;100.76950100
NNGF;11.08461300
NNGP;11.08461300
NO3H;11.02788000
NO3P;11.02788000
NO8F;16.15073700
NOA1;309.69092500
NOA2;282.41299600
NOA3;118.22654500
NOA4;355.14335100
NOA5;229.63671300
NOAE;115.81071600
NOEF;14.93100600
NOEJ;592.37593900
NORB;97.07994700
NORE;135.72289500
NOVG;6.75000000
NOVP;8.80000000
NOW1;324.61075500
NOW5;147.03391100
NP5T;8.80000000
NP6;466.12797500
NP6G;13.24334700
NPRE;8.80000000
NPWF;9.53642700
NREF;20.73047400
NSCF;10.79852800
NTFF;18.27299500
NVJ;2536.77601200
NVJH;11.10157900
NXS;385.87548300
NXSG;11.60572700
NXTM;10.68361700
O1BC;703.76458200
O1BG;10.19777400
O2CI;8.80000000
O2D;94.90026500
O2DF;9.30219000
O2MV;68206.66946500
O2MX;6264.73008400
O2NG;60972.96032000
O2RS;5.65196900
O2ZT;45520.79488800
OATX;1313.51391200
OCCO;233.66927200
OCEE;1240.03653700
OCGF;20.92043100
OCI1;103.74636100
OCIG;9.79894400
OCIP;9.79894400
OCRU;1512.78109600
ODAX;589.33207100
ODIV;1076706.33248500
ODX1;6623.88016300
ODX2;417.24279400
ODX4;3460.44682900
ODX5;498.33083700
OEB1;1103.20808300
OEB2;450.23736900
OEB4;1497.67383600
OEB5;533.25454800
OEDV;1062.01216300
OEM;244.97137900
OEM1;21018.17102500
OEM2;1831.16126500
OEM3;3481.10859000
OEM4;2429.99432700
OEMF;13.95184200
OERI;13.45833600
OERL;1322.15419400
OES1;36149.69441200
OES2;640.22859600
OES4;2145.55839600
OESA;432.74412000
OESB;567.01128000
OESC;2115.96204600
OESE;236.46693600
OESF;997.66957600
OESG;590.14156900
OESH;233.28043000
OESI;681.12405000
OESL;4132.67929100
OESM;851.14827200
OESN;1545.16065400
OESO;174.97699200
OESR;1366.19280300
OESS;491.85839200
OEST;120.04187000
OESU;346.14792400
OESV;2931.55008000
OESX;188.73489700
OESY;2738.95648700
OESZ;513.87874400
OEU3;4809.58734000
OEXD;315.75903600
OEXF;35300.94008100
OFOX;4451.43733100
OGB1;234.24035500
OGB2;303.72368300
OGB3;286.07680100
OGB4;120.37557400
OGB5;146.38880700
OGBL;143.65795000
OGBM;180.07931100
OGBS;195.34426700
OGDV;1619.98710600
OICG;14.33025300
OKS2;436.16392400
OLCE;2594.75891400
OLCP;465.56988300
OMAS;1046.93360700
OMCE;47952.55482900
OMCN;4001.05270800
OMCP;3070.61001400
OMEA;698.67167100
OMEE;555.71426900
OMEF;501.79747800
OMEG;529.39427900
OMEL;503.94165500
OMEM;1112.18229300
OMEN;428.68861100
OMEP;508.93187900
OMEU;3199.08095300
OMEV;1203.46944000
OMFA;6383.18935300
OMFP;687.35030400
OMJP;111.06000200
OMV;624.28653300
OMVF;14.88225100
OMWN;249.39868500
OMWO;5770.91509700
OMWP;1031.31902000
OOAT;272.16728100
OPHA;449.84844500
ORCF;9.88740800
ORNG;9.25982800
ORPF;27.29422100
ORSF;11.62018700
OSCE;4143.58138800
OSCP;711.49762900
OSLI;13304.31877500
OSM1;2390.62626600
OSM2;650.82430700
OSM4;5736.26142700
OSM5;279.11183900
OSMI;429.61772300
OSMM;161.03231500
OSTA;372.76347400
OSTB;941.21254600
OSTC;5606.06786600
OSTE;639.64700000
OSTF;1009.16944400
OSTG;253.07045400
OSTH;244.89566400
OSTI;554.59874600
OSTL;1184.64033000
OSTM;244.12290400
OSTN;1731.15212900
OSTO;215.81428500
OSTR;658.95794000
OSTS;441.79183700
OSTT;120.80469500
OSTU;238.32686200
OSTV;195.68686700
OSTX;1362.96012100
OSTY;2939.46196600
OSTZ;188.30983500
OTDX;491.73529800
OUTF;12.84984800
OVS2;822.48725400
OXGL;136.10870300
OXXE;2371.40450300
OXXP;387.99341600
OZTH;15.10802700
OZTP;16.78670600
P2AG;8.80000000
P2EP;2.56048500
P2ER;337260.29873500
P2EU;8.80000000
P2FE;3.68346100
P2FG;22.33860900
P2GF;2.81769100
P2HI;22518.65717200
P2IF;19585.76821300
P2M;3.54705500
P2MP;13739.12153400
P2OR;125065.95449800
P2RS;6.61313400
P2RU;8.80000000
P2RX;301616.25406700
P2SF;6.61843300
P2ST;36993.59072900
P2U4;66796.15078100
P2UM;85451.83498000
P3PX;5.65200000
P5TC;8.80000000
PAGF;8.80000000
PAGP;8.80000000
PBAF;13.36215600
PBB;205.02004200
PBBF;14.13558100
PBRF;16.58262900
PCLF;15.88236900
PEOF;16.34063500
PEPF;7.92000000
PER;178.52950700
PERH;7.92000000
PERP;7.92000000
PEU;492.78953200
PFEF;8.62567100
PFGF;17.55565200
PFV;509.89100100
PGEF;15.41259400
PGFF;7.92000000
PGHF;16.10521800
PGHN;580.85729500
PGHP;8.80000000
PGNF;14.19523300
PH1F;13.08981200
PH1P;13.08981200
PHI1;149.34940400
PIRF;13.07246100
PKNF;12.96056500
PKOF;15.09717100
PLP1;450.69742800
PLP2;286.75228200
PLP4;539.51586400
PLP5;239.48911500
PLS;586.92555800
PLSF;13.59171200
PMFF;8.39805100
PNL;205.49129700
PNLF;12.09366900
PNNF;9.38774200
POCF;12.67188100
POM;9630.07894600
POR3;559.14897400
PORK;12.28427700
PORP;8.80000000
PPX;487.51056300
PPXH;10.44524600
PPXP;10.44524600
PREM;8.80000000
PRUH;15.88363000
PRXF;18.53566900
PRXP;18.53566900
PRY;12652.00391300
PRYG;10.81629600
PSM;1241.96991500
PSMG;13.88227400
PSMP;15.05131900
PSNF;13.52041200
PSOF;11.31629700
PSPG;8.22245800
PSPN;539.26119100
PST;141.06603400
PSTF;8.68754200
PU4;136.10155800
PU4F;10.95286400
PU4P;12.29551000
PUM;636.90043900
PUMF;12.88769500
PUMP;8.80000000
PZUF;11.39830700
QIA;157.71355000
QIAF;8.22000800
QIAP;8.80000000
QSC;85.76665300
QSRF;9.50539800
QSV;70.34866800
QSVF;8.40862500
QTCF;21.09583600
R2AC;240849.40345500
R2AN;72096.61541400
R2BE;8.80000000
R2BI;54695.93513100
R2BS;8.84542300
R2CF;327489.58337100
R2DA;4.60266900
R2EE;2.81532500
R2EL;8.80000000
R2NL;103168.49344400
R2OG;2.81159300
R2PL;43133.15473300
R2YI;341582.10000000
R3EP;4.26857300
R3TZ;4.52814900
R4TZ;5.52688100
R4WE;56406.93602100
R5TZ;5.52688100
R6CF;10.28015500
RAA;302.85230100
RAAF;12.75103000
RACF;8.90352700
RAWH;16.40825300
RBE;65.37509200
RBFG;7.92000000
RBS;7106.72006300
RBSH;17.76397500
RCF;1655.36492800
RCFF;8.85744700
RCIF;9.16286400
RCLF;26.16728000
RCO;1083.80314800
RCOG;9.18095900
RCOH;9.18413900
RDAF;11.76626300
RE2G;7.92000000
RE2P;8.80000000
RE9F;8.11938400
REP;100.93053500
REPG;10.95076000
REPQ;10.95076000
REW1;476.95461000
REW2;387.15748300
REW4;501.84290500
REW5;254.75524100
RFAT;6.75000000
RFBH;6.75000000
RFBW;6.75000000
RFBZ;6.75000000
RFCC;6.75000000
RFEP;6.75000000
RFGR;8.75469300
RFHE;6.75000000
RFHN;6.75000000
RFIN;6.75000000
RFIV;6.75000000
RFLB;6.75000000
RFLI;6.75000000
RFMA;6.75000000
RFNW;6.75000000
RFRD;6.75000000
RFRI;9.22684200
RFRO;6.75000000
RFRY;6.75000000
RFSB;7.05637900
RFSH;6.75000000
RFSS;6.75000000
RFSX;6.75000000
RFTI;6.75000000
RFUH;6.75000000
RFUV;6.75000000
RFVO;6.75000000
RFVW;13.12398600
RFXK;9.36818400
RGSF;10.24503000
RHM;25089.31394300
RHMG;18.21920000
RIBH;973.24701400
RINF;8.69555300
RIOI;13.10403500
RIOJ;13.08242200
RLFF;59.27466600
RNL;963.85965100
RNLF;15.50111900
RNLP;17.96785800
ROG;183.87032600
ROG1;791.76161800
ROG2;407.82604700
ROG4;573.26893200
ROG5;245.95352300
ROGE;156.50437600
ROGF;6.96675300
ROGP;8.80000000
ROSF;30.04723300
ROY;173.87237300
ROY1;469.29973900
ROY2;334.07510100
ROY4;625.25895000
ROY5;262.33879800
ROYP;10.61823200
RPL;266.46175000
RPLF;8.73602300
RRFG;16.40803800
RSAU;3.61690400
RSAY;4.67854200
RSEA;3.00000000
RSEF;3.00000000
RSEP;3.00000000
RSEU;3.00000000
RSEY;3.25737600
RSH;1215.35705600
RSHH;11.16950400
RSHP;11.16950400
RSNU;3.22655500
RSPF;3.00000000
RSPU;3.38033300
RSUF;3.11653500
RSUY;3.08431100
RTOF;8.69214200
RTZ;870.90551900
RUIF;12.82337000
RWE;147.60374300
RWE1;260.24288300
RWE2;220.71608700
RWE4;294.11097400
RWE5;242.01544100
RWEE;274.72892100
RWEH;10.52808400
RWEP;11.60061100
RXLF;13.88981300
RY4I;11.67375900
RYA;3901.91840200
RYFF;8.12419300
S2CM;325292.32720900
S2DF;43896.03996600
S2EB;6.82118800
S2EJ;134927.02029100
S2GE;42238.17147800
S2GM;8.80000000
S2GS;1993343.68781900
S2HB;4.26416800
S2HF;4.82835700
S2IK;300126.21556700
S2LH;765850.13409500
S2MP;8.80000000
S2NF;8.80000000
S2NW;119638.74814100
S2OL;8.80000000
S2RA;36764.98374100
S2RT;702002.26963300
S2SE;4.06796200
S2VT;3.65224700
S2WE;5.72449400
S2YF;106034.90543300
S3AP;100862.11333000
S3IE;13.65461600
S3J7;8.80000000
S3MP;83478.40282400
S3ND;169568.86074200
S3NW;334930.93854600
S3QU;108963.71960600
S3SD;4220.09803300
S4AP;78449.18243200
S4IE;5.45323300
S5RE;147397.41581900
S6MP;64928.68074400
S9LF;12.43316700
SAEF;24.85418500
SAN;139.13043300
SANH;13.06242100
SANP;13.06242100
SAP;164.29296200
SAP1;1442.69050200
SAP2;476.90861800
SAP4;2587.08902300
SAP5;403.80409900
SAPE;231.45437000
SAPI;7.87020600
SAPJ;7.86180400
SAPP;7.86180400
SAPQ;7.86180400
SAX;810.79304400
SBMO;94.61617900
SBO;433.06182300
SBOI;13.91836200
SBRF;7.92000000
SBSA;1084.68840200
SBSF;12.94318800
SCB;711.91400600
SCHP;122.14810000
SCMH;6.75000000
SCMN;122.72924300
SCMP;8.80000000
SCOI;15.94879700
SDF;197.87050700
SDFE;187.84654500
SDR1;324.66788500
SDRF;10.22917700
SDXH;15.39691300
SDXP;16.98643800
SEBF;13.76712200
SEJ;662.29841300
SEJF;12.74916200
SEJP;12.74916200
SEMA;8.80000000
SEMC;8.80000000
SEME;8.80000000
SERF;15.95199900
SESF;11.33274200
SFSF;8.97969100
SFSN;120.04296300
SFZF;12.72776900
SGE;1045.40876100
SGE1;1548.64643000
SGE2;665.12711900
SGE4;1995.25287400
SGE5;597.19389000
SGEI;15.15874600
SGEP;15.15874600
SGKF;8.97025900
SGL;530.21500700
SGM;144.02552900
SGMF;11.59742400
SGMP;12.86681100
SGSL;7.61059100
SGSN;1253.74689500
SGSP;8.80000000
SHA;118.63825000
SHAF;13.11622500
SHBF;8.72387700
SHHF;12.08887300
SHHP;8.80000000
SHPF;27.20147400
SIEH;10.85717000
SIEQ;10.85717000
SIGF;7.92000000
SIIF;11.43084500
SIK;1623.87076700
SIKH;11.50698700
SIKP;8.80000000
SIMF;7.92000000
SING;7.92000000
SIRB;632.64681300
SIX2;2690.98764900
SIXF;14.26994700
SJ7;331.21159200
SJ7G;11.33602000
SJ7P;12.56272900
SK3;178148.30247800
SK3F;13.85089300
SKAI;11.02668600
SKFF;11.05027200
SKHE;549.40788100
SKWF;14.40766400
SLFH;12.36642400
SLHG;11.38587700
SLHN;1238.22821000
SLHP;8.80000000
SLM;8013.42433000
SMA;339.11327500
SMAF;18.90252500
SMHN;725.57513700
SMIF;9.76624500
SMPA;937.76424700
SMPH;8.89410500
SND;295.21411400
SND1;948.64949400
SND2;382.79095000
SND4;896.32088000
SND5;289.77432400
SNDH;10.41488100
SNDP;10.41488100
SNF;134.15247900
SNFG;7.99933500
SNI;131.65671400
SNTF;15.84530100
SNWF;7.67738600
SNWG;7.77739800
SNWQ;7.77739800
SOA;4699.11981400
SOAH;7.99709400
SOF;13076.56174900
SOFF;7.92000000
SOHF;14.70362200
SOL;443.53724400
SOLG;10.04088400
SONG;15.37548200
SOON;250.57019300
SOPF;11.68423300
SOW;220.28932600
SOWG;10.65648500
SPEB;1955.34346000
SPEI;76.66373100
SPSF;8.12392000
SPSN;347.88052100
SQU;178.80679500
SQU1;412.53704700
SQU2;304.09958800
SQU4;839.50821500
SQU5;243.58028700
SQUH;9.83873800
SQUP;9.83873800
SRAF;8.91871800
SREE;6522.96345400
SREJ;14.47874300
SREN;5437.14267500
SREP;16.08749200
SRT3;95.95488300
SRTF;15.05033100
SRTP;8.80000000
SSBF;16.27905100
SSEF;9.42068500
STAH;11.46485100
STLF;12.10654300
STMF;15.85937800
STMN;194.77801200
STR;3146.97161300
STRF;12.88969300
SUEF;14.92236300
SUNG;11.76559900
SUQ2;1227.46255700
SVTF;7.94649000
SWDF;11.61758400
SWEF;13.15688200
SWOF;18.99775400
SWSF;8.97429300
SY1;271.04401400
SY1F;9.45904300
SY1P;8.80000000
SYMF;9.29628900
SYYF;10.09496600
SZG;809.72407800
SZGG;17.60335600
SZU;239.52819100
SZUG;10.74433500
T1CO;11.54164000
T2EG;18300.36208800
T2EL;3.12442300
T2FE;8.80000000
T2FF;5.56130500
T2IA;3.23527600
T2KA;10168.74692000
T2OT;4.83856900
T2QI;1169.57095700
T2SC;3.12593100
T34D;12.66468800
T3NE;4181.52233900
T5RF;18.19337800
T5RP;19.89960900
T7PI;10.90463400
TA1F;7.92000000
TAAI;12.74318500
TAAR;13.84561200
TACK;10.40349100
TACR;14.60907800
TADS;11.48056900
TADY;19.86578900
TAEN;17.22197900
TAEP;10.56445100
TAFR;18.66324900
TAFX;13.53797300
TAG;4550.07680000
TAGF;19.76479400
TAGG;27.66330300
TAHO;8.80000000
TAI3;12.09091600
TAIR;8.80000000
TAKE;12.63671200
TAKU;11.10268500
TALB;24.78023500
TALV;11.42992300
TAMU;10.39251200
TANA;10.15353800
TAND;10.49272900
TANN;10.06778400
TAOM;11.75924100
TAOP;10.58123900
TARG;13.10197500
TARL;13.94888400
TASG;9.43462200
TASI;18.64771600
TASM;13.57400200
TASR;10.00574900
TAT1;13.53561700
TATF;7.92000000
TAVM;8.80000000
TAXA;14.49496400
TAXI;28.44160900
TAXN;12.93289000
TBAK;15.20875400
TBAS;10.66120100
TBAY;10.92652300
TBBV;12.68713700
TBC8;17.31641600
TBCP;16.79263600
TBDS;18.59859900
TBEI;8.80000000
TBG1;12.31018500
TBIM;13.48159000
TBIR;26.38480100
TBMW;10.31550300
TBNP;13.73656800
TBNR;10.97987500
TBOP;9.25286400
TBOS;12.83298100
TBPV;15.97263000
TBSD;13.17082200
TBSI;16.76759700
TBSN;8.80000000
TBVI;9.00062800
TBX7;10.30749700
TBYG;11.00118000
TC1L;8.48105800
TCAR;9.20733800
TCBK;18.03235900
TCBX;7.69760800
TCGE;11.35991600
TCGM;13.65586100
TCL6;15.09822300
TCLN;13.20844100
TCMA;10.37088700
TCO;185.33465900
TCOF;12.28850500
TCOL;11.49372400
TCON;14.72227600
TCRG;10.97484600
TCRI;15.52708000
TCRT;14.67440800
TCSF;9.76994100
TDAI;12.49920000
TDB1;10.16960200
TDBK;14.44352400
TDFF;8.68774200
TDHE;25.57034800
TDIO;13.07404900
TDPW;11.40054800
TDRI;11.88222600
TDSM;10.79244100
TDTE;8.80000000
TDVC;9.28691500
TDYS;11.93440000
TE2F;13.42806000
TE3B;15.73570300
TEAD;14.65431600
TEAI;8.80000000
TEAM;10.66732800
TEBS;15.99208400
TEDP;9.76702200
TEDS;9.11814500
TEDV;9.29408000
TEF3;9.31150500
TEFC;8.80000000
TEFG;8.21239000
TEFP;8.21239000
TEG4;8.80000000
TEIA;8.80000000
TELF;7.92000000
TELH;13.58732400
TELI;9.27288900
TEMF;13.10813200
TEMN;836.71350000
TENE;10.77396600
TENG;13.32346500
TENI;11.13598400
TENR;16.30291000
TENU;10.54798600
TEOA;8.99555800
TEQF;7.92000000
TESB;12.59412700
TESL;10.02598500
TESS;10.85233100
TESX;7.10580700
TEUQ;10.17459500
TEVD;16.59586900
TEVK;9.87471100
TEVT;16.99397900
TFAU;17.75933700
TFBK;13.02979900
TFDJ;8.93014400
TFDR;11.97541100
TFFF;12.26058800
TFIA;13.63480200
TFIM;11.95476200
TFME;12.12175200
TFMN;12.73728000
TFNT;11.66060200
TFO4;17.64852400
TFOT;21.78561700
TFPE;10.48790200
TFRA;16.14909600
TFRE;10.40545300
TFTE;8.80000000
TG1A;11.36473100
TG24;11.73550400
TGAL;11.38958600
TGAN;10.69700600
TGI6;11.59380200
TGL9;10.86231900
TGLP;15.87520700
TGOB;12.21179600
TGRB;9.40112600
TGTF;14.42504700
TGTQ;15.97285400
TGZF;10.00349900
THE9;11.19642800
THEH;8.80000000
THEI;12.67960300
THEN;8.80000000
THFG;22.54904500
THNK;8.80000000
THNR;11.33218800
THOT;12.24360900
THUK;9.34654100
TIBE;8.80000000
TIES;13.64615500
TIFX;20.20976700
TIGA;8.86251800
TIIL;12.10124100
TIMC;11.10334900
TING;19.87453500
TIPN;12.34309800
TISP;16.59665300
TITK;9.83830000
TIXD;9.85939300
TJEM;8.80000000
TK1;1574.99341600
TKA;318.61013000
TKAG;19.00013800
TKBW;10.60255100
TKC4;8.80000000
TKDB;19.93672300
TKEK;10.05550100
TKGX;24.94873500
TKPN;8.80000000
TKRX;17.15417300
TKWF;20.91314900
TKWP;20.91314900
TKYG;8.80000000
TLEG;10.20034200
TLHA;15.96560300
TLIF;7.92000000
TLIG;13.73138500
TLIN;8.80000000
TLOL;8.80000000
TLRC;8.80000000
TLSG;7.92000000
TLSN;1067.05164500
TLWF;19.74319400
TLX;110.90565900
TLXF;9.48978200
TLXS;15.35992400
TM6Q;13.69683300
TMCH;10.44935600
TME9;11.81541500
TMFX;13.18225100
TMOH;10.13412200
TMON;12.78584600
TMOR;22.76132300
TMRK;9.06124300
TMRL;9.87447200
TMTA;11.58982600
TMTX;12.91001100
TMUE;9.24330200
TMVF;19.67889000
TNC1;176.12420100
TNC2;171.66529300
TNC4;176.40247700
TNC5;107.80388500
TNDA;14.64860100
TNDB;10.75034400
TNE5;84.59029700
TNEF;11.50377400
TNEM;15.97349200
TNET;211.82975200
TNM;228.78757500
TNMF;42.93715000
TNNG;12.06991400
TNRE;17.40812100
TNU3;266.89748300
TNUF;10.79970900
TNVJ;11.60553800
TO2D;10.45271600
TOAF;10.32573200
TOCF;7.92000000
TOCI;11.00227400
TODF;16.50281800
TOMV;15.55879100
TORN;10.10551000
TORP;26.16934300
TOT1;550.66141100
TOT2;372.12122400
TOT4;839.75491600
TOT5;246.98020900
TOTB;240.30600400
TOTG;9.70443000
TOTP;9.70443000
TOZT;15.22838200
TPER;8.80000000
TPHI;12.55444900
TPIR;12.37880400
TPKG;13.51733800
TPLS;14.51874800
TPOR;12.90804100
TPPX;10.79461500
TPRX;18.40764700
TPRY;10.57981300
TPSF;10.02115500
TPSM;14.72868600
TPU4;11.46552300
TPUM;14.10987300
TQI5;89.91723900
TQIA;8.96992500
TQIF;14.10429100
TQIP;14.10535900
TQIR;42.19661000
TQRF;14.34103400
TQSV;8.80000000
TRAA;13.93259500
TRCF;9.48570700
TRCO;9.69654800
TRDS;10.73460000
TRE2;8.80000000
