Symbol;PriceChangePercentile
TRE9;8.80000000
TREP;12.39721300
TRHM;18.76802000
TRIB;16.62157000
TRNL;15.83307500
TRPL;9.31335700
TRSF;10.63768100
TRSH;12.09318500
TRUB;9.77567500
TRVF;8.28800100
TRWE;10.85687300
TRXL;13.51010500
TRYA;14.24791000
TSAP;8.80000000
TSB;1842.76022800
TSBM;9.21052000
TSCF;7.92000000
TSDF;16.81688100
TSDR;13.03756800
TSEJ;13.57364000
TSES;11.83901700
TSGE;15.45698800
TSGM;12.52168500
TSHH;11.30708600
TSIE;11.22833800
TSJ7;11.54150800
TSK3;13.65933400
TSLF;19.59645200
TSMP;9.58677500
TSND;10.19996600
TSNF;8.80000000
TSNW;8.80000000
TSOH;16.19162100
TSOL;11.17172400
TSPE;63.57767800
TSQU;10.41458200
TSRT;16.68031700
TSY1;9.74188100
TTAG;16.55789100
TTEB;995.03003000
TTEH;9.59240900
TTEN;13.54766800
TTKA;20.27531600
TTMV;19.60771700
TTNC;9.44359300
TTNE;11.95438600
TTNU;11.71258100
TTOT;9.92537400
TTQI;14.37373100
TTUK;8.80000000
TUBL;17.22828100
TUEI;8.80000000
TUEN;19.31304200
TUFF;8.80000000
TUFG;10.20976200
TUI;512.94849600
TUIG;19.25145500
TUMG;9.97203000
TUN0;35.62582200
TUNC;8.80000000
TUTD;10.46688200
TVER;18.09156300
TVMT;12.16370800
TVO3;12.12665700
TVOE;12.65590000
TVPK;10.42283500
TVSA;16.05634900
TVVD;12.16632200
TVVU;8.80000000
TW7L;11.71085200
TWDP;15.48116500
TWFG;22.55475800
TWIE;15.76548700
TWLN;15.03639700
TWOS;8.80000000
TWTF;15.70118400
TXCA;13.39094800
TXNF;8.51244900
TZAL;19.73541200
U2BL;185924.60799600
U2EI;13063.61089100
U2FG;30826.24894400
U2HR;52812.43672100
U2MG;24942.04703300
U2NC;92102.82881900
U2NI;3.18001900
U2QA;7873.45441500
U2SS;5.48341200
U4BS;6.11413200
UALF;25.17187600
UBL;395.94883400
UBL1;599.92360900
UBL2;693.89172200
UBL4;851.76356500
UBL5;391.15532800
UBLG;16.31680400
UBLP;16.31680400
UBRF;22.51217600
UBS1;1998.76203500
UBS2;971.01307000
UBS4;7656.79309900
UBS5;658.71288100
UBSE;1137.65697900
UBSJ;12.48400000
UBSN;1448.69586100
UBSP;13.87111100
UBXF;22.62119500
UCM;373.59822600
UCMF;9.06627800
UCR1;617.58014400
UCR2;487.85024300
UCR4;964.26977100
UCR5;316.93959600
UEI;162.24999400
UEIF;8.31478200
UEN;228.57787700
UENF;17.85883800
UFGG;9.33757400
UFGP;10.37508200
UHFF;9.02831300
UHR;205.44863200
UHRF;9.33569100
UHRN;291.40389500
UMGF;8.81739800
UMGP;8.81739800
UN01;176.24291700
UN0F;49.36986200
UN9;85.35256600
UN9F;8.75012500
UNC;232.90716300
UNCF;7.92000000
UNHF;9.75805400
UNI;57.62158600
UNI1;154.38403800
UNI2;155.25335100
UNI4;151.56672600
UNI5;94.53158400
UNIH;7.92000000
UNIP;7.92000000
UNPF;9.21762800
UPSF;9.68847800
UTDG;9.57308600
UTDI;1066.14070700
UTXF;8.66943800
UUFF;7.93633100
V1SF;12.63553200
V2OE;3.88815600
V2OS;67461.79454600
V2SA;34032.95019100
V2VD;5.34934400
V2W3;221513.91776800
V2ZF;3.39161800
V3AC;465672.13333300
V3VD;27601.04931800
V4LF;14.92248800
V4O;1.59641100
V5VU;3.67948100
V6VU;9063.25837400
VAC;103.06138600
VACI;21.48686700
VAGF;14.96943200
VAGN;186.66470900
VALF;18.79638400
VALN;392.95533100
VARF;35.19960200
VASG;12.35290800
VATF;7.92000000
VATN;471.26711700
VBKF;24.24282900
VER;334.66190700
VERG;16.46601200
VHMH;10.93416200
VICF;7.92000000
VICP;8.80000000
VISG;8.77284100
VMTF;11.16926300
VO3;653.75889400
VO31;2783.36216000
VO32;1473.08232200
VO34;2273.50635400
VO35;762.66301400
VO3E;1631.50840100
VO3G;11.26800000
VO3P;11.26800000
VOD;687.18852500
VODH;8.76311800
VOE;1352.79385100
VOLF;11.10256300
VONN;1006.37391000
VOS;851.33667400
VOW;5208.75027100
VOWG;12.38972800
VPK;144.65586900
VPKF;11.18557300
VSA;546.78468100
VSAG;16.17920400
VTCF;8.80000000
VTSG;8.50395100
VTWF;11.15276600
VVAB;60.13647800
VVD;341.64356600
VVDH;12.12658000
VVDP;13.66295400
VVUJ;7.92000000
VVUQ;7.92000000
VZFF;7.92000000
W2MT;4.05220100
W2PF;5.02495200
W7L;455.71026100
W7LF;10.89452700
WAF;80.36765300
WCH;516.91815100
WCHG;15.89132200
WDPF;14.30079200
WEIF;13.38350500
WER;549.82878400
WERH;14.86469600
WIBG;14.66587700
WIE;228.10339600
WLNF;13.57412700
WLPF;8.80239400
WLYI;11.93528700
WLYJ;11.89410100
WMTF;9.34045800
WOS;507.95379100
WOSF;7.92000000
WOSP;7.92000000
WPPF;11.31192800
WST;2827.45915900
WSTG;11.33607500
WTBF;11.50566900
X2CA;15865.94007700
X2MF;5.25818100
XCA;4445.73386100
XCAH;12.65849400
XCAP;14.06499400
XLEN;12.63738400
XLIN;9.77615600
XLPR;8.80000000
XLXB;9.79878100
XMT;6680.31750100
XMTF;9.00000000
XOMF;12.10362900
XPGF;15.54616600
YITG;13.92473000
YOUF;18.38661000
YPS;2709.91631000
YPSF;11.98099400
YT2F;10.40580800
Z2UR;508577.44977200
ZAG;652.18475400
ZAGF;10.73174900
ZAL;111.34078400
ZALF;18.56723800
ZALP;8.80000000
ZIL;836.43155800
ZURE;6053.54276600
ZURF;9.37557300
ZURN;1041.94613300
ZURP;10.41730400
ZURQ;10.41730400
ZUW1;68695.16533000
ZUW2;9196.99223400
ZUW4;26235.18028300
ZUW5;1038.08588100
