Symbol;market;MinCLIPQty;MaxCLIPQty;TraderScope;MaxArrangementTime;SidePublication;QuantityPublication;PricePublication;ImprovementTime;AllowTolPO;TolPOPriceRangeMultPct;TolPOClientQtyPct
EOAE;EUREX;1;1500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ERA;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ERCB;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ERF;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ESL;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ESL1;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ESL2;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ESL4;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ESL5;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EUQ;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EUZ;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EVD;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EVK;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EVN;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
EVT;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
F3D;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FACC;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FAE;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FAU;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FBUX;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FDJ;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FDR;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FHZN;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FIA5;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FIB;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FIE;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FIM;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FIN;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FLD;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FLU;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FME;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FMNB;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FMW1;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FMW2;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FMW4;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FMW5;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FNT;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FO4;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FOR;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FOT;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FPE3;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRA;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRE;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRE1;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRE2;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRE4;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FRE5;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FSE;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTE;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTE1;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTE2;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTE4;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTE5;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTEE;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
FTK;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
G1A;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
G24;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GALN;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GAM;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GAN;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GASN;EUREX;1;200;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GBF;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GDG;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEBE;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEBN;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEW1;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEW2;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEW4;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GEW5;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GFA;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GFT;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GI6A;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GIVE;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GIVN;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GLB;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GLEN;EUREX;1;250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GLJ;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GLPG;EUREX;1;200;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GNS;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOB;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOB1;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOB2;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOB4;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOB5;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GOGX;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GRB;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GSK;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GSKB;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GXI;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GYC;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GZF;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GZF1;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GZF2;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GZF4;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
GZF5;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HBH;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HDB;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HDD;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HEI;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HELN;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HEN;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HEN3;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HFG;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HHFA;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HLA;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HMI;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HNK;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HNR1;EUREX;1;200;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HOLE;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HOLN;EUREX;1;750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HOM;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HOT;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HSB;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HTG;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HUB;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
HYQ;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IBE;EUREX;1;1750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IBE1;EUREX;1;1750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IBE2;EUREX;1;1750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IBE4;EUREX;1;1750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IBE5;EUREX;1;1750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ICAD;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IDI;EUREX;1;300;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IES5;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFC;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFX;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFX1;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFX2;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFX4;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFX5;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IFXE;EUREX;1;1000;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IIL;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IMO;EUREX;1;1500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IND;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ING1;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ING2;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ING4;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ING5;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INN;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INNE;EUREX;1;2750;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INW1;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INW2;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INW4;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
INW5;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ISPA;EUREX;1;1250;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ITK;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ITW1;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ITW2;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ITW4;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
ITW5;EUREX;1;400;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IVG;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IXD;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IXD1;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IXD2;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IXD4;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
IXD5;EUREX;1;500;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
JEN;EUREX;1;50;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
JUN3;EUREX;1;100;DIFFERENT_TRADERS_FROM_DIFFERENT_BU;15000;BROKER_DEFINED;DISCLOSED;DISCLOSED;150;YES;25.0000;40.0000
