Symbol;InstrumentType;market;conversionMethod;cooperationPartner;OrderAllocationMethodContinuous;OrderAllocationMethodAuction;PathPriority;TriangleMatchesSupported;SingleSidedQuoteSupport;RFQAllowed;RFQMinimumWaitTime;RFQUserMaximumRequests;RFQUserTimeWindow;MarketMakerProtectionEnabled;EndOfDayClosingAuctionEnabled;IntraDayClosingAuctionEnabled;ComplexInstrumentStateBookSupported;VolatilityInterruptModel;VolatilityInterruptPeriod;PriceReasonabilityMode;StandardPriceRangeFastPercentage;PriceRangeExtensionPercentage;ExtendedPriceRangeTableId;ExtendedPriceRangeFastPercentage;EOBIEnabled;CrossPreventionAllowed;SMCEligible;RegMMOAllowed
FESJ;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESK;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESK;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESL;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESL;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESM;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESM;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESN;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESN;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESO;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESO;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESP;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESP;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESQ;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;YES;YES
FESQ;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;YES;YES
FESR;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESR;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESS;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESS;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FEST;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FEST;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESU;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESU;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESV;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESV;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESW;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESW;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESX;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;YES;YES
FESX;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;NO;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;YES;YES
FESY;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESY;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FESZ;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FESZ;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;238;0.0000;YES;YES;YES;YES
FETD;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;NO;NO
FETD;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;NO;NO
FEU3;SIMPLE_INSTRUMENT;EUREX;;;TIME_PRO_RATA;TIME_PRO_RATA;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;216;0.0000;YES;YES;NO;NO
FEU3;FUTURES_SPREAD;EUREX;;;TIME_PRO_RATA;TIME_PRO_RATA;PRO_RATA_ALLOCATION;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;228;0.0000;YES;YES;NO;NO
FEU3;STANDARD_FUTURES_STRATEGY;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;228;0.0000;YES;YES;NO;NO
FEU3;PACK_AND_BUNDLE;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;228;0.0000;YES;YES;NO;NO
FEU3;STRIP;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;228;0.0000;YES;YES;NO;NO
FEUA;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;NO;NO;NO;NO
FEUA;FUTURES_SPREAD;EEX;;;PRICE_TIME;PRICE_TIME;LONGER_PATHS_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;NO;NO;NO;NO
FEUD;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;NO;NO
FEUD;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;NO;NO
FEW1;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FEW2;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FEW3;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FEW4;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FEW5;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FEXD;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;217;0.0000;YES;YES;NO;NO
FEXD;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;227;0.0000;YES;YES;NO;NO
FEXF;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;YES;YES
FEXF;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;YES;YES
FFBM;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FFBQ;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FFBY;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FFOX;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;YES;YES
FFOX;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;YES;YES
FFPD;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;218;0.0000;YES;YES;NO;NO
FFPD;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;234;0.0000;YES;YES;NO;NO
FGAR;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FGAR;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;;0.0000;YES;YES;YES;YES
FGBH;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FGBH;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;;0.0000;YES;YES;YES;YES
FGBL;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;200;0.0000;YES;YES;NO;NO
FGBL;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;211;0.0000;YES;YES;NO;NO
FGBM;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;194;0.0000;YES;YES;NO;NO
FGBM;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;213;0.0000;YES;YES;NO;NO
FGBS;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;195;0.0000;YES;YES;NO;NO
FGBS;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;212;0.0000;YES;YES;NO;NO
FGBX;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;197;0.0000;YES;YES;NO;NO
FGBX;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;240;0.0000;YES;YES;NO;NO
FGDI;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FGDI;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;;0.0000;YES;YES;YES;YES
FGDS;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FGDS;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;;0.0000;YES;YES;YES;YES
FGDV;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;222;0.0000;YES;YES;YES;YES
FGDV;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;YES;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;;0.0000;YES;YES;YES;YES
FGGI;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;100.0000;200.0000;200;0.0000;YES;YES;NO;NO
FGGI;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;100.0000;200.0000;238;0.0000;YES;YES;NO;NO
FGPG;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;223;0.0000;YES;YES;YES;YES
FGPG;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;237;0.0000;YES;YES;YES;YES
FHB1;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHB2;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHB3;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHB4;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHB5;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHBM;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHBQ;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHBY;SIMPLE_INSTRUMENT;EEX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;NO;NO;NO;YES;INSTRUMENT;0;LAST;0.0000;200.0000;;0.0000;YES;NO;NO;NO
FHZF;SIMPLE_INSTRUMENT;EUREX;;;PRICE_TIME;PRICE_TIME;;;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;223;0.0000;YES;YES;YES;YES
FHZF;FUTURES_SPREAD;EUREX;;;PRICE_TIME;PRICE_TIME;SHORTEST_PATH_FIRST;YES;SSQ_ON_ENTRY_ALLOWED;MANUAL;10000;5;60000;YES;NO;NO;YES;PRODUCT;5;LAST;0.0000;200.0000;237;0.0000;YES;YES;YES;YES
FHZN;SIMPLE_INSTRUMENT;EUREX;;;PRO_RATA;PRO_RATA;;;SSQ_ON_ENTRY_ALLOWED;AUTOMATIC;10000;5;60000;YES;NO;NO;YES;NO_CHECK;0;THEORETICAL;100.0000;200.0000;;0.0000;YES;YES;YES;YES
FHZN;STANDARD_OPTION_STRATEGY;EUREX;;;PRO_RATA;PRO_RATA;;;SSQ_ON_ENTRY_ALLOWED;AUTOMATIC;10000;5;60000;YES;NO;NO;NO;NO_CHECK;0;THEORETICAL;100.0000;200.0000;;0.0000;YES;YES;YES;YES
FHZN;NON_STANDARD_OPTION_STRATEGY;EUREX;;;PRO_RATA;PRO_RATA;;;SSQ_ON_ENTRY_ALLOWED;AUTOMATIC;10000;5;60000;YES;NO;NO;NO;NO_CHECK;0;THEORETICAL;100.0000;200.0000;;0.0000;YES;YES;YES;YES
FIA5;SIMPLE_INSTRUMENT;EUREX;;;PRO_RATA;PRO_RATA;;;SSQ_ON_ENTRY_ALLOWED;AUTOMATIC;10000;5;60000;YES;NO;NO;YES;NO_CHECK;0;THEORETICAL;100.0000;200.0000;;0.0000;YES;YES;YES;YES
